"batch","X_unit_id","X_last_judgment_at","any_comments","what_service_gives_better_results","what_service_gives_better_results.confidence","agba","agbb","agfa","agfb","b1a","b1b","b2a","b2b","b3a","b3b","b4a","b4b","b5a","b5b","d1a","d1b","d2a","d2b","d3a","d3b","d4a","d4b","d5a","d5b","dagb","dagf","dndcgb","dndcgf","f1a","f1b","f2a","f2b","f3a","f3b","f4a","f4b","f5a","f5b","id","ndcgba","ndcgbb","ndcgfa","ndcgfb","ov","query"
1,151313031,"4/6/2012 22:39:01","","They are both equally good",1,0.6,1,0.544,0.794,2,2,2,2,0,2,1,2,1,2,"b004765","b016823","b014522","b013742","d015549","f019558","b003749","b014018","b005837","b016681",-0.4,-0.25,-0.308216816,-0.214670733137778,78,82,75,86,0,75,52,82,67,72,838,0.691783184,1,0.588897602515793,0.803568335653571,0,"b016165"
1,151313032,"4/6/2012 21:38:07","I like the rock","They are both equally good",1,1,0.6,0.834,0.574,2,2,2,1,2,2,2,1,2,0,"b005705","b003472","f012412","b004790","b010605","b013937","b019087","b017986","b002995","b016317",0.4,0.26,0.311232385,0.179920870595529,82,96,90,54,92,76,78,61,75,0,839,1,0.688767615,0.839049822022871,0.659128951427342,0,"f015638"
1,151313033,"4/6/2012 21:41:03","","Service A",1,0.1,0.5,0.21,0.62,0,2,0,0,0,1,0,1,1,1,"e013469","f008929","e008252","e008252","e003145","d013797","b018038","d008677","d016856","d018240",-0.4,-0.41,-0.496984431,-0.466845065559032,10,90,5,5,15,70,5,75,70,70,840,0.065602539,0.56258697,0.169199320910384,0.636044386469416,1,"d017784"
1,151313034,"4/6/2012 21:31:38","","They are both equally bad",1,0.7,0.3,0.54,0.41,1,1,2,0,0,1,2,0,2,1,"b005076","b014896","b006618","a000811","b011832","b007292","b002208","a002448","b017365","b009322",0.4,0.13,0.340867102,0.076531184124448,45,70,75,15,0,40,75,15,75,65,841,0.660839795,0.319972693,0.52106686144031,0.444535677315862,0,"b000979"
1,151313035,"4/6/2012 21:22:53","","Service A",1,0.5,0.9,0.506,0.682,1,2,1,2,1,1,1,2,1,2,"d017877","d013608","e003462","d004842","d001039","b009616","d008740","d001837","d001529","d010100",-0.4,-0.176,-0.415209949,-0.159068017219056,56,71,50,68,62,47,49,71,36,84,842,0.5,0.915209949,0.520869830282679,0.679937847501735,0,"d008359"
1,151313036,"4/6/2012 22:32:37","","Service B",1,0.7,0.3,0.656,0.394,0,0,1,2,2,1,2,0,2,0,"d018213","e011211","b016686","e009960","a008578","b006306","e006467","b004583","e017076","f009807",0.4,0.262,0.255070346,0.136910163684122,21,34,44,72,80,67,92,23,91,1,843,0.553846662,0.298776316,0.554821184091619,0.417911020407497,0,"e010700"
1,151313037,"4/6/2012 22:54:03","","Service A",1,0.1,0.5,0.264,0.538,1,0,0,1,0,2,0,1,0,1,"f013406","b008265","b016278","e013546","b018601","b003438","b010853","b004439","b001721","a003256",-0.4,-0.274,-0.245629846,-0.158453088349415,60,23,18,58,24,68,27,65,3,55,844,0.169580103,0.415209949,0.32608748223212,0.484540570581535,0,"f019182"
1,151313038,"4/6/2012 22:39:32","","Service A",1,0.8,0.4,0.698,0.48,2,1,1,1,2,1,2,0,1,1,"d004719","d006678","d006678","d007433","d011518","d019213","d007880","e000405","d014668","d008603",0.4,0.218,0.400438504,0.212524799040909,80,50,50,58,70,64,82,5,67,63,845,0.827404329,0.426965825,0.704710817236211,0.492186018195302,1,"d008986"
1,151313039,"4/7/2012 03:01:22","","Service B",1,0.3,0.7,0.446,0.666,0,2,1,1,0,2,2,1,0,1,"e012897","d010100","d003983","d000305","e010739","d007837","d010100","d006077","d004865","d001039",-0.4,-0.22,-0.501308672,-0.279638425482851,32,84,44,63,31,74,84,50,32,62,846,0.253061482,0.754370154,0.419938092659983,0.699576518142834,1,"d008359"
1,151313040,"4/6/2012 23:43:59","","They are both equally bad",1,0.5,0.1,0.508,0.214,1,0,0,0,2,1,2,0,0,0,"e003510","b008531","b010903","a008694","e002063","e003510","e004373","b016617","b016472","b009229",0.4,0.294,0.400438504,0.324138415823893,59,8,11,3,78,59,85,9,21,28,847,0.485228555,0.084790051,0.507626653932834,0.183488238108941,1,"e010314"
1,151313041,"4/6/2012 22:49:12","","Service A",1,0.4,0.8,0.45,0.67,2,1,0,2,2,1,0,2,0,2,"e016547","e014975","b008659","e010314","e017102","b015592","b018510","e009483","b010617","e013455",-0.4,-0.22,-0.236889538,-0.152963903291869,75,60,25,85,85,40,25,75,15,75,848,0.508740308,0.745629846,0.508207656467659,0.661171559759528,0,"a006733"
1,151313042,"4/6/2012 22:16:27","","They are both equally bad",1,0.8,0.4,0.564,0.426,1,0,2,1,1,2,2,1,2,0,"b014244","b010010","b016967","b015886","a003302","b003052","a003180","b014244","a006536","b003741",0.4,0.138,0.396022436,0.209223316752842,57,0,68,42,31,89,63,57,63,25,849,0.745629846,0.34960741,0.566084068076531,0.356860751323689,1,"a002853"
1,151313043,"4/6/2012 21:17:18","","Service B",1,0,0.4,0.15,0.37,0,0,0,0,0,2,0,0,0,2,"a003625","e012441","b010410","d014025","e007305","b000928","e013927","f003296","e013031","b002424",-0.4,-0.22,-0.30078518,-0.119378738860731,10,0,35,0,20,75,10,35,0,75,850,0,0.30078518,0.157334068696079,0.27671280755681,0,"b017586"
1,151313044,"4/6/2012 21:51:07","","Service B",1,0.5,0,0.46,0.18,2,0,0,0,2,0,0,0,1,0,"b006935","e014398","a002137","a002137","f019583","f019128","e017352","f016057","f006730","d013117",0.5,0.28,0.574342847,0.352773973538466,80,5,15,15,75,35,20,35,40,0,1001,0.574342847,0,0.512306881880156,0.15953290834169,1,"b017586"
1,151313045,"4/6/2012 23:50:23","","Service B",1,0.1,0.6,0.182,0.498,0,0,0,2,1,1,0,1,0,2,"b009921","e000386","f012890","e002034","e004899","e010791","e000386","e010430","e016660","e009579",-0.5,-0.316,-0.418225517,-0.286706809104598,10,17,0,76,55,55,17,30,9,71,1002,0.084790051,0.503015568,0.163825153426977,0.450531962531575,1,"e012250"
1,151313046,"4/6/2012 21:36:44","","They are both equally bad",1,0.7,0.2,0.56,0.32,2,0,1,2,2,0,0,0,2,0,"a005327","a001585","a003247","b007164","b007164","b018278","a004562","a009367","b002025","b016908",0.5,0.24,0.532952253,0.268294207344934,70,10,40,80,80,30,20,20,70,20,1003,0.746938518,0.213986265,0.57972795592197,0.311433748577036,1,"b011836"
1,151313047,"4/6/2012 23:43:16","","Service B",1,0.2,0.7,0.304,0.618,1,2,0,0,0,1,1,2,0,2,"e005426","d017037","e012064","e017487","e017487","d013019","d001268","d011789","e012442","d017823",-0.5,-0.314,-0.458609406,-0.334239625534402,30,86,20,16,16,48,66,85,20,74,1004,0.242614278,0.701223684,0.294324257349534,0.628563882883936,1,"d007449"
1,151313048,"4/7/2012 01:00:14","","Service A",1,0.8,0.3,0.744,0.306,2,0,2,2,2,0,2,1,0,0,"b005034","b003760","b011515","b014660","b014660","a007393","b017501","b016617","b008360","b007884",0.5,0.438,0.581774482,0.479155377301868,84,14,95,85,85,0,90,54,18,0,1005,0.868794922,0.28702044,0.787403039979584,0.308247662677716,1,"b008990"
1,151313049,"4/6/2012 21:50:13","","Service B",1,0.5,1,0.476,0.688,0,2,1,2,2,2,2,2,0,2,"e004112","d010642","d011141","d013998","d004871","d000113","d006423","d002000","e019890","d011696",-0.5,-0.212,-0.577358415,-0.230776870026116,25,68,61,68,72,64,68,65,12,79,1006,0.422641585,1,0.452490433899489,0.683267303925605,0,"d009949"
1,151313050,"4/6/2012 21:42:28","","Service A",1,1,0.5,0.704,0.424,2,1,2,0,2,2,2,1,2,1,"d007602","d014727","d011968","d010599","d009208","d008238","d008238","e009991","d005108","e015661",0.5,0.28,0.522203081,0.261412366431855,73,62,63,5,76,76,76,30,64,39,1007,1,0.477796919,0.706262370124823,0.444850003692968,1,"d013474"
1,151313051,"4/6/2012 23:43:36","Service B came the closest, but not close enough.","They are both equally bad",1,0.1,0.6,0.212,0.622,0,2,0,2,1,0,0,1,0,1,"a006995","e003526","e001876","a007005","e001212","d011848","d002389","b002761","d002055","b009746",-0.5,-0.41,-0.606993133,-0.472479312263197,5,88,24,85,77,0,0,67,0,71,1008,0.084790051,0.691783184,0.19889139283031,0.671370705093507,0,"e012084"
1,151313052,"4/6/2012 22:40:29","","Service A",1,1,0.5,0.82,0.43,2,1,2,0,2,2,2,2,2,0,"b012902","a000782","f001490","e019474","a003576","b003473","f005791","f003476","f006509","a004127",0.5,0.39,0.514771445,0.403910624717482,80,40,75,5,90,70,75,80,90,20,1009,1,0.485228555,0.812075787286054,0.408165162568572,0,"a005135"
1,151313053,"4/6/2012 21:28:27","","Service B",1,0.1,0.6,0.06,0.502,0,2,0,1,0,1,1,0,0,2,"b010748","b001872","b019043","e019097","b005832","b007562","e001612","b009542","d002619","e013970",-0.5,-0.442,-0.589114291,-0.520415722454598,5,94,3,48,6,26,15,18,1,65,1010,0.073034175,0.662148466,0.0567747076154545,0.577190430070052,0,"b008059"
1,151313054,"4/6/2012 21:56:15","","Service A",1,0.7,0.2,0.616,0.214,2,0,0,0,2,0,1,2,2,0,"b014660","b000460","b006433","b005584","b005034","b019412","b001363","b005034","b015277","a003073",0.5,0.402,0.56691121,0.454189756827683,85,0,0,11,84,11,49,84,90,1,1011,0.71297956,0.14606835,0.620391521881527,0.166201765053844,1,"b008990"
1,151313055,"4/6/2012 22:30:34","","Service B",1,0.5,1,0.52,0.78,2,2,0,2,0,2,1,2,2,2,"e009768","e001182","b016317","e003339","d000523","e001639","e004399","e005411","e012747","e009768",-0.5,-0.26,-0.456600542,-0.237655764212149,79,77,30,81,8,79,62,74,81,79,1012,0.543399458,1,0.542537339484935,0.780193103697084,1,"e010715"
1,151313056,"4/6/2012 23:40:15","","Service B",1,0.8,0.3,0.568,0.274,1,0,2,1,2,0,2,1,1,1,"b004696","e017442","b000524","b016165","b000188","b012231","b019007","b018313","b016165","b007198",0.5,0.294,0.519187513,0.26922226422165,12,5,69,35,80,2,88,63,35,32,1013,0.764817359,0.245629846,0.498475754400006,0.229253490178356,1,"b008450"
1,151313057,"4/6/2012 21:44:35","","They are both equally good",1,0.3,0.8,0.234,0.612,1,2,0,2,0,1,2,2,0,1,"b004345","b014081","a002833","f000673","a003284","a000970","f007272","f014605","a002516","a001629",-0.5,-0.378,-0.533958958,-0.377584431259014,47,72,0,70,0,47,70,81,0,36,1014,0.315648452,0.84960741,0.261653141368494,0.639237572627508,0,"a005589"
1,151313058,"4/6/2012 21:37:03","","Service A",1,0.6,0.1,0.524,0.196,0,0,1,0,2,0,2,0,1,1,"d008959","b016974","e003151","d008959","e010121","d005887","e000956","b013065","e006535","e001867",0.5,0.328,0.422641585,0.282524571834317,12,15,58,12,72,0,69,16,51,55,1015,0.488244124,0.065602539,0.454610683000124,0.172086111165807,1,"e004616"
1,151313059,"4/7/2012 01:16:53","","Service B",1,0.4,0.9,0.41,0.69,0,2,1,2,1,1,2,2,0,2,"a001663","b003299","b015914","b009456","f015197","b013869","b001721","b003406","b008235","b011674",-0.5,-0.28,-0.577358415,-0.335864989172498,4,67,38,70,65,55,78,68,20,85,1016,0.337851534,0.915209949,0.34528258390377,0.681147573076268,0,"b007455"
1,151313060,"4/6/2012 21:48:28","","They are both equally bad",1,0.6,0.1,0.532,0.232,1,0,1,1,2,0,0,0,2,0,"e001864","d011747","b011339","b005032","b013065","e013222","d011747","d018908","b014522","e014211",0.5,0.3,0.470365283,0.294099489301115,42,4,61,67,84,25,4,0,75,20,1017,0.577358415,0.106993132,0.519672736045864,0.225573246744749,1,"b016165"
1,151313061,"4/6/2012 22:44:53","","Service B",1,0,0.5,0.206,0.498,0,0,0,2,0,1,0,2,0,0,"a006836","b013091","f017478","a007776","b000996","e013546","b009478","e019439","b000114","b007696",-0.5,-0.292,-0.444844666,-0.258745544142669,9,12,33,79,17,58,24,72,20,28,1018,0,0.444844666,0.191265922749995,0.450011466892664,0,"f019182"
1,151313062,"4/6/2012 22:26:38","","They are both equally good",1,0.7,0.2,0.594,0.286,2,0,1,1,1,0,2,0,1,1,"d000113","e010340","d006956","d011506","d013842","e019890","d002515","e006472","d006085","d016737",0.5,0.308,0.570018607,0.325947313896407,64,15,54,56,50,12,68,7,61,53,1019,0.742614278,0.172595671,0.596766740825733,0.270819426929326,0,"d009949"
1,151313063,"4/7/2012 01:01:49","","Service B",1,0.1,0.6,0.146,0.51,0,1,1,0,0,2,0,2,0,1,"d008835","e008185","e019628","d001248","e008947","e011940","d013418","e012912","b007696","d013842",-0.5,-0.364,-0.443837962,-0.338678470855903,4,38,22,15,15,86,25,77,7,39,1020,0.106993132,0.550831094,0.131781844734603,0.470460315590506,0,"e010207"
1,151313064,"4/6/2012 22:24:03","","Service A",1,0.5,0,0.506,0.202,1,0,1,0,1,0,1,0,1,0,"d017877","b016513","e003462","d004865","d001039","a003840","d008740","e012897","d001529","e005485",0.5,0.304,0.5,0.338390513439883,56,9,50,32,62,0,49,32,36,28,1021,0.5,0,0.520869830282679,0.182479316842796,0,"d008359"
1,151313065,"4/6/2012 21:52:04","","Service B",1,0,0.5,0.162,0.378,0,1,0,0,0,2,0,1,0,1,"d016265","e002021","d000064","d016265","b016157","e014196","b005951","e016934","d005688","e003068",-0.5,-0.216,-0.477796919,-0.223568417754804,6,39,19,6,9,70,34,38,13,36,1022,0,0.477796919,0.142989110876415,0.366557528631219,1,"e007332"
1,151313066,"4/6/2012 21:34:01","","Service A",1,0.8,0.3,0.726,0.228,2,1,2,0,1,0,1,0,2,2,"b013065","b016513","b004765","d011747","b005832","d016300","e017101","e016435","b016823","f019558",0.5,0.498,0.541390594,0.533286569559403,84,28,78,4,54,2,65,5,82,75,1023,0.842175774,0.30078518,0.745909705304525,0.212623135745122,0,"b016165"
1,151313067,"4/7/2012 00:17:04","","Service B",1,0.4,0.9,0.354,0.656,0,1,0,2,2,2,0,2,2,2,"a005893","b016782","e012244","a006897","a009974","b003879","a000772","a003472","a008953","b005967",-0.5,-0.302,-0.529634717,-0.318297995790807,26,50,0,69,66,84,22,64,63,61,1024,0.30078518,0.830419897,0.314898756909605,0.633196752700412,0,"a008101"
1,151313068,"4/6/2012 22:17:59","","They are both equally good",1,0.7,0.2,0.646,0.304,0,1,1,0,2,0,2,1,2,0,"e012064","e005426","e005426","e012064","d010580","e017487","d008089","d001268","d001412","e012442",0.5,0.342,0.311232384,0.243683696606256,20,30,30,20,92,16,84,66,97,20,1025,0.553846662,0.242614278,0.53800795395579,0.294324257349534,2,"d007449"
1,151313069,"4/6/2012 23:38:41","","Service A",1,0.4,0.9,0.324,0.658,0,2,1,2,2,2,0,2,1,1,"e010393","a004537","a001185","a006536","b002134","a005145","b006538","a004683","b014244","b007657",-0.5,-0.334,-0.592221687,-0.418236616228026,0,79,32,63,63,66,10,64,57,57,1026,0.342175774,0.934397461,0.264704798542544,0.68294141477057,0,"a002853"
1,151313070,"4/6/2012 23:36:34","","They are both equally bad",1,0.5,0,0.554,0.076,1,0,0,0,2,0,1,0,1,0,"e004899","b008653","e016660","b002597","e005806","d000639","e015424","e015628","e017846","b013808",0.5,0.478,0.477796919,0.460059238597085,55,3,9,9,81,2,68,14,64,10,1027,0.477796919,0,0.52645448736335,0.0663952487662652,0,"e012250"
1,151313071,"4/7/2012 00:50:20","","Service B",1,0.3,0.8,0.382,0.73,0,1,1,1,0,2,1,2,1,2,"b003879","b012952","b005064","b010617","a004412","b010605","b017986","f001904","b004790","b019087",-0.5,-0.348,-0.477796919,-0.357468068185918,4,49,65,65,7,92,61,81,54,78,1028,0.245629846,0.723426765,0.32448052273368,0.681948590919598,0,"f015638"
1,151313072,"4/6/2012 22:12:14","","Service A",1,0.9,0.4,0.81,0.36,2,0,1,2,2,0,2,0,2,2,"a009226","b008350","a005788","a000571","a004055","a009434","a008161","b003501","a002668","b009494",0.5,0.45,0.547815526,0.471294410045013,75,0,60,95,95,0,85,0,90,85,1029,0.893006868,0.345191342,0.786105677428305,0.314811267383292,0,"f003218"
1,151313073,"4/6/2012 23:39:35","","They are both equally bad",0.5,0,0.5,0.12,0.422,0,0,0,1,0,2,0,0,0,2,"e013842","b005361","e003075","d011998","e019653","d003277","b005361","e019653","b005170","d009406",-0.5,-0.302,-0.407778313,-0.247445852024187,9,8,21,55,7,68,8,7,15,73,1030,0,0.407778313,0.118698370867721,0.366144222891908,2,"d012214"
1,151313074,"4/6/2012 23:21:45","","Service A",1,0.6,0.1,0.486,0.146,2,0,0,1,2,0,2,0,0,0,"a004302","b008038","d003428","a006516","a009022","b009209","b001977","b009262","a007227","a007227",0.5,0.34,0.547815526,0.373056650392103,74,3,6,46,69,6,85,9,9,9,1031,0.654808658,0.106993132,0.516794552948357,0.143737902556254,1,"a000184"
1,151313075,"4/6/2012 21:46:42","","Service B",1,0.2,0.7,0.38,0.64,1,2,0,0,1,2,0,2,0,1,"e017864","e007120","d009318","e006734","e005686","e003932","a000667","e015843","e016412","e005831",-0.5,-0.26,-0.466041043,-0.269689944371521,45,80,15,35,60,70,35,75,35,60,1032,0.254370154,0.720411197,0.383513793239658,0.653203737611179,0,"e019738"
1,151313076,"4/6/2012 22:38:00","","Service A",1,1,0.5,0.762,0.45,2,2,2,1,2,1,2,0,2,1,"f009931","b018998","b006009","f000099","b011674","b004735","a003208","a007957","b015725","b003827",0.5,0.312,0.403454072,0.2644415705659,68,72,87,34,85,44,72,15,69,60,1033,1,0.596545928,0.75664079251665,0.49219922195075,0,"b007455"
1,151313077,"4/6/2012 22:10:32","","Service B",1,0.1,0.6,0.174,0.534,0,1,0,1,0,2,1,0,0,2,"b002025","a006688","a002215","a004805","b003044","b013915","a007694","b000904","e009691","b019543",-0.5,-0.36,-0.50432424,-0.416451228673048,5,72,29,56,0,69,53,0,0,70,1034,0.073034175,0.577358415,0.156430252453328,0.572881481126376,0,"b009504"
1,151313078,"4/6/2012 21:23:52","","They are both equally good",1,0.6,0.1,0.59,0.27,2,0,0,1,1,0,2,0,1,0,"b004211","e017352","f016057","f018674","f004678","b010410","b000928","f019128","f016064","e012441",0.5,0.32,0.528628013,0.340043395911332,80,20,35,45,55,35,75,35,50,0,1035,0.635621145,0.106993132,0.614646214464423,0.274602818553091,0,"b017586"
1,151313079,"4/7/2012 00:06:32","Service B has a couple of samples that match. The other Service was way off.","They are both equally bad",1,0.2,0.7,0.234,0.682,1,0,0,2,1,2,0,1,0,2,"e008487","e015628","e018325","d000686","d001837","d004102","e015335","a002588","e007472","d019434",-0.5,-0.448,-0.333435466,-0.298383421240088,50,3,6,97,48,96,0,57,13,88,1036,0.254370154,0.58780562,0.280874387863152,0.57925780910324,0,"d006696"
1,151313080,"4/6/2012 23:40:17","","Service B",1,0.8,0.3,0.652,0.278,1,0,2,0,2,1,1,2,2,0,"e003818","b008188","e013661","b015359","e003495","e004994","a002445","e013661","e005937","b014327",0.5,0.374,0.526527321,0.402196533021638,55,13,69,3,73,30,58,69,71,24,1037,0.757385722,0.230858401,0.635857358434716,0.233660825413078,1,"e012145"
1,151313081,"4/6/2012 22:45:48","","They are both equally good",1,0.4,0.9,0.392,0.646,1,2,0,2,2,2,1,1,0,2,"d005749","d000798","d017621","d004922","d001281","d002515","d005148","d009093","d004942","d012910",-0.5,-0.254,-0.514771445,-0.245981584031785,48,69,22,66,66,66,50,45,10,77,1038,0.41219438,0.926965825,0.407951427185813,0.653933011217598,0,"d019428"
1,151313082,"4/6/2012 23:34:22","","Service A",1,0.9,0.4,0.756,0.434,2,2,1,0,2,0,2,2,2,0,"d009115","d012644","e015420","b017742","d010580","e009451","d014192","d014192","d011288","b010595",0.5,0.322,0.407778313,0.265562807150248,90,84,44,31,91,10,80,80,73,12,1039,0.893006868,0.485228555,0.766350421087117,0.500787613936869,1,"d014514"
1,151313083,"4/6/2012 22:23:35","","They are both equally good",1,0.3,0.8,0.314,0.76,1,2,0,1,1,2,0,1,1,2,"d005940","d017287","e008393","d005940","e012056","d013373","e015335","d009837","a002588","d011592",-0.5,-0.446,-0.5,-0.455048532645819,48,96,1,48,51,90,0,59,57,87,1040,0.319972693,0.819972693,0.326209507705488,0.781258040351307,1,"d006696"
1,151313084,"4/6/2012 23:38:26","","Service A",1,0.7,0.2,0.6,0.302,2,1,0,0,2,0,1,1,2,0,"e004155","e003777","d008959","b016974","e010658","d008959","e001098","e013927","e001445","d005887",0.5,0.298,0.470365282,0.274078136968562,87,59,12,15,75,12,56,65,70,0,1041,0.71297956,0.242614278,0.621574637504351,0.347496500535789,1,"e004616"
1,151313085,"4/7/2012 01:15:30","","They are both equally bad",1,0,0.5,0.14,0.408,0,2,0,0,0,1,0,1,0,1,"e013031","b003052","d014926","b002385","b004526","a001185","e008201","a003302","e009517","b001436",-0.5,-0.268,-0.56258697,-0.311880049238265,28,89,0,0,20,32,0,31,22,52,1042,0,0.56258697,0.157745995056689,0.469626044294954,0,"a002853"
1,151313086,"4/6/2012 22:10:02","","Service A",1,0.9,0.4,0.802,0.388,2,0,1,2,2,0,2,2,2,0,"b009059","b000460","b000928","b005034","b000367","b005837","b016281","b015277","b018504","b017421",0.5,0.414,0.532952253,0.447941181239668,89,0,41,84,90,20,90,90,91,0,1043,0.893006868,0.360054615,0.793067179002469,0.345125997762801,0,"b008990"
1,151313087,"4/6/2012 22:31:55","","Service B",1,0.1,0.6,0.206,0.558,0,0,0,0,0,2,0,2,1,2,"e012063","b012912","d003234","e019382","e012026","d012170","d006480","d013596","d013710","d008505",-0.5,-0.352,-0.381250991,-0.275031264694907,0,0,12,13,5,93,19,83,67,90,1044,0.065602539,0.44685353,0.149817745303367,0.424849009998274,0,"d008986"
1,151313088,"4/6/2012 21:50:22","","Service A",1,0.5,0,0.504,0.086,2,0,1,0,0,0,2,0,0,0,"a002900","b002879","a004932","b006932","b008726","b007296","a006516","a005327","b006236","b006236",0.5,0.418,0.592221687,0.495411093988263,84,3,66,16,5,6,88,9,9,9,1045,0.592221687,0,0.574953117124159,0.0795420231358958,1,"a000369"
1,151313089,"4/6/2012 21:29:39","","Service B",1,0.5,1,0.448,0.782,1,2,0,2,2,2,2,2,0,2,"b008777","a003089","b019123","f002127","f011014","b016908","b003495","a005788","b000333","b014932",-0.5,-0.334,-0.514771445,-0.332978116815841,46,74,11,77,80,83,78,77,9,80,1046,0.485228555,1,0.44095803550953,0.773936152325371,0,"a007506"
1,151313090,"4/6/2012 21:34:46","","Service A",1,0.6,0.1,0.534,0.118,1,0,1,0,2,0,0,0,2,1,"a006688","b017369","a004805","e008927","b013915","b001652","b000904","b005084","b019543","a006240",0.5,0.416,0.511755876,0.495470485394094,72,0,56,0,69,0,0,0,70,59,1047,0.577358415,0.065602539,0.572881481126376,0.0774109957322817,0,"b009504"
